Acre,Crop,Rainfall,Humidity,Temperature,PH,Fertilizer,Yield,Rainfall_norm,Humidity_norm,Temperature_norm,PH_norm,Fertilizer_norm,Factor_Sum
1.14,Spinach,834.3,83.75,29.07,5.81,66.02,0.679057543832475,0.7238919171209013,0.7919306435478494,0.40700000000000003,0.1549999999999998,0.9004999999999999,0.59566451213375
4.64,Mustard,512.06,69.13,26.47,6.42,33.47,1.0996145666942843,0.18674467836842185,0.30443481160386787,0.14699999999999988,0.45999999999999996,0.08674999999999997,0.23698589799445785
2.04,Maize,843.13,65.29,26.07,6.18,44.92,0.7078811923102236,0.7386107916187428,0.176392130710237,0.10700000000000003,0.33999999999999986,0.37300000000000005,0.3470005844657959
3.65,Mustard,687.61,76.32,34.24,6.99,33.78,2.0345489086961743,0.47937190578586786,0.5441813937979325,0.9240000000000002,0.7450000000000001,0.09450000000000003,0.5574106599167601
2.25,Papaya,672.25,76.99,25.25,5.97,66.48,0.9865306076705104,0.45376806520978147,0.5665221740580193,0.025,0.23499999999999988,0.9120000000000001,0.4384580478535602
3.08,Rice,910.86,84.77,26.05,6.97,31.42,1.572619073041972,0.8515110599923321,0.8259419806602201,0.10500000000000007,0.7349999999999999,0.035500000000000045,0.5105906081305104
3.19,Chilli,825.16,73.71,29.45,6.08,47.03,1.484344439481452,0.7086562984447666,0.45715238412804254,0.44499999999999995,0.29000000000000004,0.42575,0.46531173651456176
1.74,Papaya,419.75,84.44,27.63,6.69,64.47,0.893510848741666,0.032871597406277646,0.8149383127709237,0.2629999999999999,0.5950000000000002,0.86175,0.5135119820354402
4.88,Wheat,577.7,69.34,29.06,6.78,40.06,1.8593758788684371,0.2961610908302913,0.31143714571523856,0.40599999999999986,0.6400000000000001,0.25150000000000006,0.381019647309106
4.1,Tomato,922.55,77.26,26.17,6.84,34.2,1.9175884428844165,0.8709973162641061,0.5755251750583531,0.11700000000000017,0.6699999999999999,0.10500000000000007,0.4677044982644919
4.76,Sorghum,411,66.25,26.31,5.85,35.08,0.6280238110738505,0.01828607624477009,0.20840280093364458,0.13099999999999987,0.17499999999999982,0.12699999999999995,0.13193777543568289
4.58,Rice,727.15,71.56,33.01,6.07,46.2,2.21831714939415,0.5452817922688402,0.3854618206068691,0.8009999999999998,0.28500000000000014,0.4050000000000001,0.4843487225751419
3.39,Wheat,836.7,85.73,32.59,5.99,47.14,2.046438023968101,0.727892517210915,0.8579526508836282,0.7590000000000003,0.2450000000000001,0.4285,0.6036690336189088
4.69,Cabbage,773.11,66.48,26.04,6.65,58.72,2.0963974589045646,0.6218932839925989,0.21607202400800285,0.10399999999999991,0.5750000000000002,0.718,0.44699306160012037
1.35,Sugarcane,856.32,84.31,31.68,5.65,39.52,0.6890942585137355,0.7605974229467753,0.810603534511504,0.6679999999999999,0.07500000000000018,0.23800000000000007,0.5104401914916559
1.78,Cotton,835.42,68.49,31.09,6.54,58.07,1.01089874938795,0.7257588638295743,0.2830943647882626,0.609,0.52,0.70175,0.5679206457235674
1.18,Peas,815.22,61.03,32.13,5.67,69.96,0.5955299350078015,0.6920871464052941,0.034344781593864664,0.7130000000000003,0.08499999999999996,0.9989999999999999,0.5046863855998318
2.3,Wheat,892.92,63.3,29.74,6.17,64.57,1.1982508964777245,0.8216065743194811,0.11003667889296424,0.47399999999999987,0.33499999999999996,0.8642499999999999,0.5209786506424889
2.55,Spinach,787.41,82.38,27.7,6.87,55.42,1.5210642606471831,0.6457301928622626,0.7462487495831944,0.2699999999999999,0.685,0.6355000000000001,0.5964957884890915
2.09,Sorghum,641.45,67.86,31.64,6.33,67.6,1.121709016347328,0.40242703072127495,0.26208736245415143,0.664,0.41500000000000004,0.9399999999999998,0.5367028786350853
4.31,Banana,683.15,79.62,28.71,6.06,69.64,2.3861500668394466,0.4719374572852594,0.6542180726908973,0.3710000000000001,0.2799999999999998,0.991,0.5536311059952312
2.43,Onion,830.03,80.98,27.19,6.73,52.81,1.370807082614518,0.7167741827940857,0.6995665221740582,0.21900000000000014,0.6150000000000002,0.57025,0.5641181409936288
2.12,Tomato,925.78,70.35,29.09,6.98,40.95,1.121160514119432,0.8763814572185826,0.34511503834611523,0.409,0.7400000000000002,0.27375000000000005,0.5288492991129397
3.17,Groundnut,563.33,74.25,32.63,6.01,66.6,1.6993519704053086,0.27220749779133546,0.47515838612870964,0.7630000000000002,0.2549999999999999,0.9149999999999998,0.536073176784009
1.56,Cotton,605.25,72.11,29.76,6.1,63.77,0.7382344048932116,0.34208464603023786,0.40380126708902975,0.47600000000000015,0.2999999999999998,0.8442500000000001,0.47322718262385355
4.21,Papaya,958.44,88.42,28,6.78,33.38,2.4443025698195124,0.9308229567768499,0.9476492164054687,0.3,0.6400000000000001,0.08450000000000006,0.5805944346364638
1.3,Brinjal,747.11,69.6,33.32,7.43,67.45,0.9442966394987313,0.5785534496841193,0.3201067022340779,0.8320000000000001,0.9649999999999999,0.93625,0.7263820303836395
4.95,Rice,507.38,65.5,33.82,5.93,44.65,1.8073320932843577,0.17894350819289562,0.18339446482160723,0.882,0.21499999999999986,0.36624999999999996,0.36511759460290055
4.09,Carrot,798.22,70.97,29.33,6.81,42.88,1.9955422137618737,0.6637495624343651,0.36578859619873294,0.43299999999999983,0.6549999999999998,0.32200000000000006,0.4879076317266195
1.79,Papaya,994.46,80.09,28.75,7.31,43.73,1.175673883002043,0.9908652964611359,0.6698899633211073,0.375,0.9049999999999998,0.34324999999999994,0.6568010519564486
1.02,Sugarcane,894.07,80.92,31.13,6.42,42.8,0.5944742342981324,0.8235235285292795,0.6975658552850952,0.6129999999999999,0.45999999999999996,0.31999999999999995,0.5828178767628749
4.26,Groundnut,847.44,87.72,25.58,6.13,50.64,2.180356016128061,0.7457952026137254,0.9243081027009005,0.05799999999999983,0.31499999999999995,0.516,0.5118206610629251
3.83,Pulses,524.83,86.45,31.91,6.83,53.19,2.317718263405625,0.2080312046807022,0.881960653551184,0.6910000000000001,0.665,0.57975,0.6051483716463772
3.92,Maize,925.68,68.65,32.82,5.56,47.03,1.8834770857596181,0.8762147655481654,0.28842947649216427,0.782,0.029999999999999805,0.42575,0.4804788484080659
4.09,Cotton,715.47,73.65,28.97,6.22,46.5,1.7590794885258076,0.525812205164108,0.45515171723907993,0.3969999999999999,0.3599999999999999,0.4125,0.4300927844806376
1.3,Cabbage,933.57,82.42,26.75,6.02,59.49,0.7303918091218463,0.889366738344085,0.7475825275091699,0.175,0.2599999999999998,0.7372500000000001,0.561839853170651
2.43,Mustard,597.9,87.5,25.29,5.95,30.12,0.7308492943282274,0.3298328082545715,0.9169723241080362,0.028999999999999915,0.2250000000000001,0.0030000000000000248,0.30076102647252156
1.46,Pumpkin,437.23,70.11,31.37,5.86,67.88,0.631631528278158,0.06200930139520935,0.33711237079026346,0.6370000000000001,0.18000000000000016,0.9469999999999998,0.4326243344370946
4.45,Mustard,685.59,73.33,27.69,6.97,58.58,2.348697742808498,0.4760047340434399,0.4444814938312771,0.26900000000000013,0.7349999999999999,0.7144999999999999,0.5277972455749433
3.49,Maize,561.9,86.98,29.64,7.41,58.29,2.300403498546359,0.26982380690436897,0.8996332110703571,0.4640000000000001,0.9550000000000001,0.7072499999999999,0.6591414035949452
2.32,Rice,829.14,70.75,28.86,6.27,46.88,1.0517689582634235,0.7152906269273723,0.35845281760586867,0.38599999999999995,0.3849999999999998,0.42200000000000004,0.45334868890664815
1.25,Groundnut,974.26,74.42,26.75,5.6,68.63,0.65719263033774,0.9571935790368554,0.48082694231410483,0.175,0.04999999999999982,0.9657499999999999,0.525754104270192
2.24,Papaya,814.58,87.14,30.08,6.94,30.01,1.2652589118350193,0.6910203197146239,0.9049683227742582,0.5079999999999998,0.7200000000000002,0.0002500000000000391,0.5648477284977764
2.3,Cotton,932.16,84.07,29.6,6.58,33.06,1.272413936263553,0.8870163857912019,0.8026008669556518,0.46000000000000013,0.54,0.07650000000000005,0.5532234505493708
3.92,Rice,671.81,67.3,31.24,6.95,62.16,2.233968089186747,0.45303462185994553,0.24341447149049678,0.6239999999999999,0.7250000000000001,0.8039999999999999,0.5698898186700885
3.55,Brinjal,862.98,69.74,27.52,6.8,59.55,1.9434290493518034,0.7716990881965627,0.32477492497499155,0.25199999999999995,0.6499999999999999,0.7387499999999999,0.5474448026343108
4.55,Rice,905.83,70.59,27.15,7.31,40.85,2.3546196991338046,0.8431264689703456,0.3531177059019675,0.21499999999999986,0.9049999999999998,0.27125000000000005,0.5174988349744626
2.89,Peas,826.53,87.38,33.14,5.78,53.79,1.8337980375732446,0.7109399743294826,0.9129709903301101,0.8140000000000001,0.14000000000000012,0.59475,0.6345321929319185
1.48,Rice,704.67,89.97,32.02,5.84,51.28,0.8616982142756336,0.5078095047590471,0.9993331110370125,0.7020000000000003,0.16999999999999993,0.532,0.5822285231592119
3.85,Banana,775.52,83.22,32.72,6.18,51.08,2.340159852244314,0.6259105532496541,0.7742580860286763,0.7719999999999999,0.33999999999999986,0.5269999999999999,0.607833727855666
4.04,Cotton,820.3,74.53,26.23,6.48,53.82,1.9339883312174053,0.7005550832624893,0.48449483161053697,0.12300000000000004,0.4900000000000002,0.5955,0.47870998297460526
3.25,Peas,551.85,60.31,27.24,7.35,69.75,1.5640027474199352,0.2530712940274375,0.010336778926308847,0.22399999999999984,0.9249999999999998,0.99375,0.48123161459074926
4.08,Cabbage,885.75,80.92,30.76,7.31,69.49,3.2439840396578994,0.8096547815505658,0.6975658552850952,0.5760000000000002,0.9049999999999998,0.9872499999999998,0.7950941273671321
2.98,Chilli,970.19,71.68,33.57,7.24,69.27,2.412978939931659,0.9504092280508744,0.38946315438479523,0.857,0.8700000000000001,0.9817499999999999,0.809724476487134
3.09,Cotton,679.14,78.99,33.92,5.95,51.95,1.708284370444838,0.4652531213015285,0.6332110703567856,0.8920000000000001,0.2250000000000001,0.5487500000000001,0.5528428383316628
2.71,Pulses,820.64,78.2,33.32,6.96,42.72,1.727891008863289,0.7011218349419078,0.6068689563187731,0.8320000000000001,0.73,0.31799999999999995,0.6375981582521362
1.1,Sugarcane,842.22,74.42,25.43,6.27,52.4,0.48530258474105115,0.7370938974179461,0.48082694231410483,0.04299999999999997,0.3849999999999998,0.5599999999999999,0.4411841679464101
1.43,Pulses,797.35,88.33,33.21,7.36,54.91,1.138479502438495,0.6622993449017353,0.9446482160720241,0.8210000000000001,0.9300000000000002,0.6227499999999999,0.7961395121947519
1.13,Cotton,728.27,60.69,33.99,5.93,42.46,0.4510183482533328,0.5471487389775133,0.023007669223074286,0.8990000000000002,0.21499999999999986,0.3115,0.3991312816401176
3.55,Tomato,928.99,81.36,25.57,5.78,55.31,1.7208409673399576,0.8817322598389757,0.7122374124708237,0.05700000000000003,0.14000000000000012,0.63275,0.4847439344619599
2.26,Onion,669.36,72.3,29.16,7.18,54.88,1.2371634994538052,0.44895067593472354,0.41013671223741244,0.41600000000000004,0.8399999999999999,0.6220000000000001,0.5474174776344272
3.03,Cotton,436.66,81.41,30.37,6.93,66.14,1.7758610590137869,0.061059158873831156,0.7139046348782928,0.5370000000000001,0.7149999999999999,0.9035,0.5860927587504248
4.63,Brinjal,906.73,80.26,27.33,7.14,39.5,2.602694507710818,0.8446266940041006,0.6755585195065025,0.23299999999999982,0.8199999999999998,0.2375,0.5621370427021205
2,Cabbage,804.39,60.31,30.17,5.82,57.9,0.8235484869701668,0.6740344384991082,0.010336778926308847,0.5170000000000001,0.16000000000000014,0.6975,0.4117742434850834
2.64,Tomato,909.56,68.56,33.86,7.27,48.03,1.7722439034620112,0.849344068276908,0.2854284761587197,0.8859999999999999,0.8849999999999998,0.45075000000000004,0.6713045088871255
4.02,Cotton,483.13,65.67,33.67,6.86,35.2,1.611685374495471,0.13852077811671754,0.18906302100700242,0.8670000000000002,0.6800000000000002,0.13000000000000006,0.40091675982474406
1.92,Wheat,418.45,65.01,34.4,6.8,42.65,0.807939951712997,0.03070460569085365,0.16705568522840966,0.9399999999999998,0.6499999999999999,0.31625,0.42080205818385263
1.31,Tomato,960.62,81.85,29.84,6.67,32.29,0.7307921531410633,0.9344568351919453,0.7285761920640212,0.484,0.585,0.05724999999999998,0.5578566054511933
2.16,Sorghum,488.64,67.19,29.11,7.03,42.77,0.8133272948235334,0.14770548915670684,0.23974658219406467,0.4109999999999999,0.7650000000000001,0.3192500000000001,0.37654041427015433
1.64,Papaya,885.79,74.24,31.66,6.33,32.76,0.798531219156031,0.8097214582187326,0.47482494164721567,0.666,0.41500000000000004,0.06899999999999995,0.48690927997318967
4.72,Spinach,893.93,67.41,29.17,5.77,67.02,2.405191659802877,0.8232901601906951,0.2470823607869289,0.41700000000000015,0.1349999999999998,0.9254999999999999,0.5095745041955249
4.23,Onion,825.22,77.41,25.42,6.58,34.07,1.6691860497456998,0.7087563134470171,0.5805268422807602,0.04200000000000017,0.54,0.10175000000000001,0.3946066311455555
3.53,Brinjal,478.76,81.62,32.2,7,62.69,2.2164116847030586,0.1312363521194846,0.7209069689896634,0.7200000000000003,0.75,0.8172499999999999,0.6278786642218297
4.49,Onion,800.44,69.93,27.81,5.81,66.25,2.10204781790162,0.6674501175176277,0.33111037012337474,0.28099999999999986,0.1549999999999998,0.90625,0.4681620975282004
4.21,Brinjal,933.45,78.09,25.49,5.95,48.71,1.881127166854741,0.8891667083395842,0.603201067022341,0.04899999999999984,0.2250000000000001,0.46775,0.446823555072385
1.75,Sugarcane,655.32,84.75,25.21,6.89,32.16,0.7072877899868821,0.42554716540814463,0.8252750916972326,0.021000000000000085,0.6949999999999998,0.053999999999999916,0.4041644514210755
4.57,Sugarcane,648.11,62.83,34.31,6.04,53.83,2.106444144589709,0.41352869597106234,0.09436478826275421,0.9310000000000003,0.27,0.59575,0.4609286968467634
3.16,Peas,665.71,81.32,27.52,5.84,39.39,1.1442486807699046,0.4428664299644947,0.7109036345448482,0.25199999999999995,0.16999999999999993,0.23475000000000001,0.36210401290186855
4.23,Rice,449.36,69.69,29.48,7.28,37.07,1.6243933512323534,0.08222900101681925,0.32310770256752247,0.44800000000000006,0.8900000000000001,0.17675000000000002,0.3840173407168684
4.58,Carrot,935.22,63.68,34.51,5.82,52.67,2.4663984436076603,0.8921171509059692,0.12270756918972991,0.9509999999999998,0.16000000000000014,0.5667500000000001,0.5385149440191398
2.27,Brinjal,921.51,76.37,29.68,6.19,44.26,1.173414001950115,0.869263722891767,0.545848616205402,0.46799999999999997,0.3450000000000002,0.35649999999999993,0.5169224678194339
1.44,Maize,998.75,66.79,25.79,6.36,59.22,0.7096104495522277,0.9980163691220348,0.22640880293431168,0.07899999999999992,0.43000000000000016,0.7304999999999999,0.4927850344112693
1.91,Rice,751.11,84.64,30.52,6.45,53.65,1.1555799178204145,0.5852211165008084,0.8216072024008004,0.5519999999999999,0.4750000000000001,0.5912499999999999,0.6050156637803218
2.71,Brinjal,850.71,61.29,25.88,6.22,63.17,1.1227586142251973,0.7512460202363688,0.04301433811270421,0.0879999999999999,0.3599999999999999,0.82925,0.41430207166981453
4.27,Cotton,521.6,62.96,25.95,7.33,32.34,1.1698490222321332,0.20264706372622565,0.0986995665221741,0.09499999999999993,0.915,0.05850000000000009,0.27396932604967994
4.44,Chilli,800.52,75.63,33.51,6.82,39.4,2.6060643895407924,0.6675834708539613,0.5211737245748582,0.8509999999999998,0.6600000000000001,0.23499999999999996,0.586951439085764
1.03,Carrot,789.84,77.67,27.89,6.22,52.68,0.5057253030461183,0.6497808004534014,0.5891963987996001,0.28900000000000003,0.3599999999999999,0.567,0.49099543985060023
3.04,Groundnut,940.73,81.9,31.79,6.22,65.22,2.159035528061809,0.9013018619459585,0.7302434144714908,0.6789999999999999,0.3599999999999999,0.8805,0.7102090552834899
2.67,Peas,898.48,67.78,30.09,6.51,62.54,1.5581022297835339,0.8308746311946792,0.2594198066022008,0.509,0.5049999999999999,0.8135,0.583558887559376
1.89,Onion,963.08,85.25,27.22,5.57,57.18,1.0270278015692185,0.9385574502842093,0.8419473157719242,0.2219999999999999,0.03500000000000014,0.6795,0.5434009532112267
1.48,Groundnut,921.3,88.59,30.18,7.35,52.96,1.1364125071205273,0.8689136703838908,0.9533177725908639,0.518,0.9249999999999998,0.5740000000000001,0.7678462885949509
2.35,Onion,921.22,74.97,25.69,5.95,55.26,1.0779199517465967,0.8687803170475571,0.49916638879626546,0.06900000000000013,0.2250000000000001,0.6315,0.4586893411687646
4.77,Tomato,438.23,82.82,28.47,6.9,38.54,1.9891820847243624,0.06367621809938163,0.7609203067689229,0.34699999999999986,0.7000000000000002,0.21349999999999997,0.4170193049736609
2.29,Spinach,907.58,75.75,30.23,7.06,53.81,1.4974166332523875,0.8460435732026471,0.5251750583527843,0.523,0.7799999999999998,0.5952500000000001,0.6538937263110862
3.08,Rice,764.49,62.08,27.28,7.15,49.75,1.3697566431184642,0.6075244620026337,0.06935645215071685,0.22800000000000012,0.8250000000000002,0.49375,0.44472618283067017
3.81,Brinjal,628.27,69.78,31.6,5.83,45.38,1.4600421178534735,0.380457068560284,0.3261087029009671,0.6600000000000001,0.16500000000000004,0.38450000000000006,0.3832131542922503
2.45,Pulses,433.91,62.62,25.52,6.57,65.51,0.7931079201234833,0.05647513793735735,0.08736245415138373,0.051999999999999956,0.5350000000000001,0.8877500000000002,0.32371751841774826
4.89,Sorghum,806.6,89.67,29.85,5.67,63.18,2.999084042785361,0.677718324415329,0.9893297765921977,0.48500000000000015,0.08499999999999996,0.8295,0.6133096202015054
4.85,Groundnut,596.92,66.87,32.15,7.11,33.07,2.089404821010622,0.3281992298844826,0.22907635878626229,0.7149999999999999,0.8050000000000002,0.07675000000000001,0.430805117734149
2.01,Carrot,680.67,79.08,29.3,6.47,69.43,1.2079157609687552,0.46780350385891206,0.6362120706902301,0.43000000000000005,0.4849999999999999,0.9857500000000001,0.6009531149098285
2.99,Onion,809.04,68.53,33.75,5.82,39.2,1.3342658188448733,0.6817856011735093,0.28442814271423816,0.875,0.16000000000000014,0.23000000000000007,0.44624274877754955
2.2,Peas,947.06,79.6,31.32,6.94,38.61,1.3783680365009627,0.911853444683369,0.6535511837279092,0.632,0.7200000000000002,0.21525,0.6265309256822558
2.14,Papaya,895.26,66.31,34.58,6.16,67.75,1.3985587484543767,0.8255071594072443,0.21040346782260766,0.9579999999999999,0.33000000000000007,0.94375,0.6535321254459704
1.15,Cotton,670.36,83.56,27.84,5.73,47.79,0.4783914419388234,0.45061759263889584,0.7855951983994667,0.284,0.11500000000000021,0.44475,0.41599255820767256
3.44,Sorghum,632.67,63.32,34.39,6.42,62.21,1.859488608101241,0.38779150205864205,0.110703567855952,0.9390000000000001,0.45999999999999996,0.80525,0.5405490139829189
3.01,Papaya,543.87,86.85,31.07,5.97,41.53,1.3637212743865255,0.23976929872814257,0.8952984328109369,0.607,0.23499999999999988,0.28825,0.4530635463078158
1.21,Papaya,623.46,85.21,32.45,7.4,64.93,0.9150752623683178,0.3724391992132154,0.8406135378459486,0.7450000000000003,0.9500000000000002,0.8732500000000002,0.7562605474118329
2.11,Mustard,466.63,80.36,34.02,6.22,63.29,1.217115358297751,0.11101665249787471,0.6788929643214405,0.9020000000000004,0.3599999999999999,0.8322499999999999,0.576831923363863
4.63,Pumpkin,982.66,62.02,30.51,6.64,50.78,2.480801656232246,0.9711956793519027,0.06735578526175404,0.5510000000000002,0.5699999999999998,0.5195000000000001,0.5358102929227313
1.96,Mustard,744.35,66.26,33.62,7.4,58.2,1.293478089958331,0.5739527595806038,0.20873624541513858,0.8619999999999998,0.9500000000000002,0.7050000000000001,0.6599378009991484
1.58,Papaya,476.68,85.78,30.42,6.29,68.56,0.9127309362184255,0.12776916537480626,0.8596198732910972,0.5420000000000001,0.395,0.9640000000000001,0.5776778077331807
2.96,Papaya,611.68,63.66,30.99,6.22,48.08,1.116419411593566,0.3528029204380656,0.12204068022674215,0.5989999999999999,0.3599999999999999,0.45199999999999996,0.3771687201329615
4.94,Maize,728.22,64.68,29.45,5.82,49.77,1.7807390015556412,0.5470653931423047,0.15605201733911328,0.44499999999999995,0.16000000000000014,0.4942500000000001,0.3604734820962836
1.97,Rice,719.73,76.32,26.46,7.38,58.91,1.1370227976639948,0.5329132703238819,0.5441813937979325,0.14600000000000007,0.94,0.7227499999999999,0.5771689328243629
